fold,roc_auc,pr_auc,brier,sens_at_20,vpp_at_20
0,0.7219679633867276,0.48884176866581497,0.20227158530780864,0.3157894736842105,0.46153846153846156
1,0.7734553775743707,0.5196217389135346,0.19825873194909713,0.3684210526315789,0.5384615384615384
2,0.7082379862700229,0.5670853927080777,0.20064956915656615,0.3684210526315789,0.5384615384615384
3,0.735672514619883,0.6157937570803403,0.20795644159343823,0.3684210526315789,0.5384615384615384
4,0.7988304093567252,0.6609567831434098,0.18754984512666345,0.47368421052631576,0.6923076923076923
5,0.7860411899313502,0.6222346722391734,0.18858990126517866,0.42105263157894735,0.6153846153846154
6,0.8409610983981693,0.757916447495321,0.15971578516919827,0.5263157894736842,0.7692307692307693
7,0.6899313501144164,0.41062704739477535,0.21751152374005392,0.21052631578947367,0.3076923076923077
8,0.7543859649122807,0.6873266638979504,0.21711737835229827,0.42105263157894735,0.6153846153846154
9,0.671345029239766,0.4227624891049994,0.22503824201747238,0.2631578947368421,0.38461538461538464
10,0.8375286041189931,0.6216372298734125,0.17047613634292028,0.42105263157894735,0.6153846153846154
11,0.7745995423340961,0.6321341446011655,0.19498804353120072,0.47368421052631576,0.6923076923076923
12,0.7723112128146453,0.5735747277549736,0.19974486197004648,0.3684210526315789,0.5384615384615384
13,0.7076023391812866,0.6163301226067871,0.19829685214642237,0.3684210526315789,0.5384615384615384
14,0.6736842105263158,0.4489905951501886,0.21787913647428536,0.3157894736842105,0.46153846153846156
15,0.7894736842105263,0.6107159508221137,0.1891097815968756,0.47368421052631576,0.6923076923076923
16,0.648741418764302,0.5322327882790516,0.23281698027293815,0.3684210526315789,0.5384615384615384
17,0.7929061784897025,0.6005192192273381,0.1909610438522056,0.42105263157894735,0.6153846153846154
18,0.7450292397660818,0.49805135998473726,0.20063570174139855,0.3157894736842105,0.46153846153846156
19,0.7099415204678363,0.5915516371002725,0.20566462779810227,0.42105263157894735,0.6153846153846154
20,0.7986270022883295,0.6946882808821944,0.18946898724221836,0.47368421052631576,0.6923076923076923
21,0.8020594965675057,0.7245374172226664,0.17740035474575383,0.47368421052631576,0.6923076923076923
22,0.6464530892448512,0.4095253324745362,0.2429885600552327,0.2631578947368421,0.38461538461538464
23,0.7321637426900585,0.505494763227718,0.20357955321404125,0.3684210526315789,0.5384615384615384
24,0.8093567251461988,0.6613902581176099,0.1912729454516291,0.3684210526315789,0.5384615384615384
25,0.8100686498855835,0.6174229474477442,0.17539142090046436,0.42105263157894735,0.6153846153846154
26,0.6853546910755148,0.501378035932482,0.21961347721498373,0.3157894736842105,0.46153846153846156
27,0.7906178489702517,0.6323124840951666,0.1841986115498173,0.47368421052631576,0.6923076923076923
28,0.6210526315789474,0.4589216092998976,0.26675579722327997,0.3157894736842105,0.46153846153846156
29,0.8362573099415205,0.7146033449823888,0.15948238566844697,0.47368421052631576,0.6923076923076923
30,0.7242562929061785,0.5930762220235903,0.20636644514624458,0.3684210526315789,0.5384615384615384
31,0.7826086956521738,0.67474928047248,0.18064545210054164,0.47368421052631576,0.6923076923076923
32,0.7814645308924485,0.6241222190100049,0.2074879375151114,0.42105263157894735,0.6153846153846154
33,0.8280701754385964,0.6492114441156853,0.1710011028224091,0.42105263157894735,0.6153846153846154
34,0.6654970760233919,0.4500163574185211,0.22290900863553242,0.3684210526315789,0.5384615384615384
35,0.7093821510297483,0.4868304110205972,0.21159451963848402,0.3157894736842105,0.46153846153846156
36,0.6464530892448512,0.5207936039853878,0.21477636554895987,0.3157894736842105,0.46153846153846156
37,0.7299771167048055,0.5654097109147682,0.19310883144124763,0.42105263157894735,0.6153846153846154
38,0.9146198830409357,0.8090816802736307,0.14434584672968526,0.5263157894736842,0.7692307692307693
39,0.6187134502923977,0.38246621595597363,0.2619847716737352,0.2631578947368421,0.38461538461538464
40,0.7151029748283753,0.5202573334665657,0.21768276164684658,0.3684210526315789,0.5384615384615384
41,0.711670480549199,0.5554727463376892,0.22930799401335988,0.3684210526315789,0.5384615384615384
42,0.8352402745995422,0.6704914078630879,0.17345784909991507,0.42105263157894735,0.6153846153846154
43,0.7134502923976608,0.5949382036326514,0.20065097699842363,0.42105263157894735,0.6153846153846154
44,0.8725146198830409,0.6886655725484562,0.1598410314335315,0.42105263157894735,0.6153846153846154
45,0.6864988558352403,0.416911066101182,0.22636944256459315,0.2631578947368421,0.38461538461538464
46,0.7311212814645309,0.5907084993713865,0.19059146930766716,0.3684210526315789,0.5384615384615384
47,0.7585812356979404,0.5839991126073141,0.20188081188521073,0.47368421052631576,0.6923076923076923
48,0.7847953216374268,0.7092286066247285,0.1940555583302563,0.5263157894736842,0.7692307692307693
49,0.7625730994152047,0.5974918474896329,0.18646690521691212,0.3684210526315789,0.5384615384615384
